Micro_S1,Micro_S2,Micro_S3,Micro_S4,Micro_S5,Micro_S6,Micro_S7,Micro_S8,Micro_S9,Micro_S10,Micro_S11,Micro_S12,Micro_S13,Micro_S14,Micro_S15,Micro_S16,Micro_S17,Micro_S18,Micro_S19,Micro_S20,Micro_S21,Micro_S22,Micro_S23,Micro_S24,Micro_S25,Micro_S26,Micro_S27,Micro_S28,Micro_S29,Micro_S30,Micro_S31,Micro_S32,Micro_S33,Micro_S34,Micro_S35,Micro_S36,Micro_S37,Micro_S38,Micro_S39,Micro_S40,Micro_S41,Micro_S42,Micro_S43,Micro_S44,Micro_S45,Micro_S46,Micro_S47,Micro_S48,Micro_S49,Micro_S50,Micro_S51,Micro_S52,Micro_S53,Micro_S54,Micro_S55,Micro_S56,Micro_S57,Micro_S58,Micro_S59,Micro_S60,Etiqueta
12.08175292524487,8.227593840233421,8.035319237691288,16.15051825595215,8.655495703382696,9.236628201863825,16.19238239435238,11.093847744584362,19.521604883134472,8.349727991873811,16.942391818725014,14.367402880098867,8.978855647842439,24.888123966415474,12.310436455197722,11.713625941224112,21.982291005479592,23.45283508618885,10.036556756226485,20.955868941475085,21.074110983157027,21.587912652054268,6.887865218316027,25.10579365442413,12.060655126004734,10.475303135234917,24.60837070815716,17.437936518193684,5.907832358577993,14.839848811300744,24.319326337979692,26.330670772154214,21.21659376588836,35.02281613628061,10.603308646232835,12.75955400469758,20.18855694961441,17.547667315214262,13.30772180224485,15.802730876295476,16.98151084667542,18.300195418746238,28.71303175474426,29.516636732731715,16.760739274655144,22.77208500971697,39.260538921456245,12.760822235398773,22.13833464709007,13.474944945396642,18.536551060482797,25.966867011103503,7.458465923376178,10.23338953487572,18.646474596383364,27.101951262191744,19.047810988761476,21.60327755246224,22.20878150270112,9.637880879978738,PAC
12.842593370526204,18.837556962932368,18.473520405534842,33.74033110263501,16.8781249579044,9.41035777060163,18.6535370389343,16.426321020982908,11.95724763442939,17.015279359411505,32.27881508249673,21.98791208197068,11.303180985862673,18.67104529203669,17.756192954841524,20.918672303634736,34.10601036490862,36.83323626305144,18.182900271127313,18.416354023046377,35.99863087120195,38.15860129005169,15.859458015868121,38.67076577255881,21.23632697250952,17.197462916014292,23.300020777041343,19.232560829704163,10.636988160232436,22.64650599200589,38.80068962484772,37.392681880594616,39.89952111001801,31.813168217377946,24.335369985919574,20.10892993141055,29.995530720608986,18.93311295725637,22.0007422128226,22.260201036541616,11.955980823556288,7.950572040320876,22.236264629157496,38.13453624160006,22.22514099973813,41.28652861973037,18.705523781935728,16.013333129665458,40.6684182519765,20.11993834205989,22.67546738172874,26.27641582565488,14.885993078164713,22.750513957684664,27.607969647096915,34.520711936594196,18.697532930955017,23.917830529500424,37.079739894954,18.154137155512675,NORMAL
11.326747661845586,9.046034531156376,11.12319340539567,13.104064261810638,8.343070198250501,12.299859538064078,15.010176733718358,7.298950883811282,17.812988590819305,5.3936736653359025,16.973042128520134,14.228595898057003,8.217306725054303,24.512492817491584,14.126509093894915,11.429538853289783,25.850687613294788,23.483135008313383,17.481561447806826,20.16337225945142,22.409667851231788,21.852261536244566,5.573664544988603,20.920751626989258,12.411342479950832,7.7906410183652675,20.28246237422795,19.88226589429527,7.277807982300403,14.499878699626928,23.26766819307456,25.405663043401375,22.063235582693885,40.40112492587232,13.198203577037974,13.426659249618288,18.486814555048475,16.504979290782334,15.411488849444009,13.395728035696484,13.969001968648417,18.85998335421788,26.436523235468684,27.681248200323736,17.414179164123706,23.717954410238626,39.60477923076133,11.339782138895055,21.964361057027006,18.267253305317155,15.867114334846589,21.397301322614897,5.867706095743664,13.806403729272157,18.036864492763474,27.114985022201427,18.01615647518545,24.81958016246351,20.32974231735746,8.747281249424438,NORMAL
11.86242190280344,10.551201076129388,14.426322619883097,18.26379505466321,11.640223778032158,10.01467594032608,16.88195314305116,8.135434119401765,17.930630968967215,8.789837199547966,18.49833505625895,16.35055904150355,8.512094831136448,24.748295019575366,15.273832645396697,14.983494329994276,28.74321637679181,20.87353467420245,11.747205367769892,19.12574196216764,26.85334697039272,21.191249180664045,8.503345027794143,25.51260302826786,13.201240993875038,13.791020083005208,23.383656995024168,17.15959208634042,9.105632069180785,14.574114088344443,29.867792035165884,27.89060913666452,22.638899645770437,36.670082121244384,17.16481103345187,12.27197810228275,17.67451101153407,18.673755854773745,14.94593338096217,14.062770986764235,18.84500468377243,12.959220058070859,21.946504299107698,29.589647814256868,17.402500989379735,24.61712427153574,38.43244558434941,10.455647216405337,23.88655734644416,17.300128196169602,17.824457605154862,20.99923382427105,7.854636378913491,17.96188404871855,19.192192455805724,30.127707004419257,19.461523036598635,26.131951527082958,21.888935831272136,10.243961124888807,PAC
13.100014052128035,9.716951020270692,8.836071230106658,23.41229676029679,9.352611916608193,15.526001805150276,12.91048826768179,12.93997471168194,16.985731851085113,10.202637982755032,20.084861852810853,10.3755190863023,9.329965045290164,25.943877951075336,6.405907948247293,7.623585267557898,30.208165723932005,33.65687076224038,15.558577626294413,22.633913915940187,13.967282693601291,32.4633208320455,5.685934475434944,32.671797133750175,9.958238866754023,10.281446029555138,29.29574261711607,21.642377728462417,9.0749307717167,18.136975585741283,20.8979119580845,21.98649256435152,32.06303852083398,38.61130178859231,10.934651840147117,12.224249861916439,24.614766772319157,14.500818878939429,19.76872595834872,18.81447952277596,17.31849039383708,20.188317838106745,32.85768423184256,32.0224293635154,19.315318827639096,28.46651575078702,43.09026387755696,15.065303061264173,25.702210546461348,15.693734340242049,21.404263087342844,28.64050691213144,7.0064131511570125,6.94241235235999,24.80507021391337,31.21679456524969,19.608614838909226,32.36421208654218,24.818804624649264,15.216876410813743,PAC
14.490111512321933,13.78407187132432,8.537095470952087,23.97341960718021,13.22090095631115,9.810187906680058,11.218930265849359,11.362003273944643,16.040410780661333,8.796067285485998,23.606808202756316,13.894253236071526,11.288334893648889,23.383738952050855,13.22673392689399,14.763202405662915,28.558628160360865,28.857396701508147,9.861610876310968,22.622244922097767,23.77303286893112,25.53273864649744,8.935367630348695,29.96449315095909,15.929871926092273,11.155899829611286,22.008170796217946,18.465053948017786,6.141970653885133,16.291176886840592,30.183422065722247,26.403210146975916,30.446551612309065,33.693224304822586,16.183839147449746,16.107547700137722,24.377341150168284,14.920041045223263,18.135287906709312,19.64357313492352,18.10022377534416,17.120268086677804,23.73156538950434,31.211099055334014,22.76430393505357,33.340477892083,36.52160262723162,13.448377008446581,27.389206284036494,17.161517401003323,23.359400175415335,26.486882548958974,9.537507537131392,14.686554962602262,25.95679342223859,18.64267987791159,21.73945925316359,25.087683525751164,32.36068968997709,13.835530840774236,PAC
13.277496966422287,17.40903498874176,21.309831295752808,34.22129098993519,17.108737943972848,9.918150051059085,18.127020023654957,17.346502054566233,13.772431938437519,17.31489840649304,31.621306122264173,23.204765133058462,11.903286871276674,16.615643293244254,17.929112045354223,20.992910333491054,36.5785375614335,32.819343561173405,18.800190979264578,16.971584656201127,36.1169439511978,35.21387364450025,14.87818406232374,39.71159384329729,20.289624946811404,18.759563664808837,24.233017672931368,24.0979171673527,12.334312909119014,25.07471591380819,39.89915965255825,38.119816941783704,40.998440701659014,32.419025274736676,25.627737883218025,19.00400895674909,32.283239268978406,20.73660199078195,22.15754794832074,25.737589356508973,15.000843037596706,15.972743048787056,28.118337995671535,39.602990144854424,19.68118581932427,43.842516270893434,21.380772040313712,16.483457156802643,42.07470409972367,22.297239449734043,24.36506320923669,31.113186732182626,14.514029553848905,25.15604104637755,30.85976982432254,33.14588521673087,17.990239120067546,28.08049907298846,40.74731630190837,17.388926396089033,NORMAL
11.270044276595817,8.489938387344653,10.00880374990224,19.332189802509742,8.104166926026847,16.300335843282244,14.347553020207013,9.084031916595697,17.410035712584992,6.1683728611849755,17.47899443614942,12.035670694983684,6.02759014262315,23.61265271791712,12.15417688438394,9.851714960848803,29.005915811144035,30.42514743313716,17.43157047223153,19.738868123219458,21.977798305770598,25.48490480820646,5.203012848639796,25.759937937447408,12.663106065353674,8.757010891224068,28.115087611791377,22.986556656888617,9.643876043972972,13.353924971164156,21.480479026819395,23.75095999421114,23.86921069701573,37.660399398334604,13.164638150234996,14.30404388525979,21.446215728866488,15.66400583195271,14.355401230522478,13.769931101310345,18.926670551472974,17.871920650304514,26.40050315386018,29.684273375013387,19.892893170646964,22.481958247045426,38.292800742088815,10.70269104709772,17.662380164870772,14.468632380612325,15.047201790055205,19.002621798968804,6.180602868928379,10.233722722579984,20.33466374540097,29.53694587251432,20.903543884536045,29.623154953386276,19.21514602381325,10.20789338832876,NORMAL
13.251768872608984,9.779965263029647,13.312138253924443,18.924470036533247,5.380057448005969,15.850193138103638,13.293764170467382,8.312130015448934,17.733593163934508,8.699312100435057,17.00615512678243,13.9802361450196,8.581956845682834,27.274291004219943,8.109598352395372,10.58178731089473,28.48164119660473,32.27769435703348,17.999207947097748,22.86395998401695,21.40996699149251,27.250168188389,6.236434082747312,27.481662421156276,12.20797299547156,9.349535967991628,27.52937511891131,23.667465310320615,9.548126054410208,13.965081982743481,25.04798347439014,22.989144955688996,26.680488215951932,40.90816061367418,14.366510089145017,11.691471905935204,22.439446421543586,13.928308841427798,17.812829945660205,16.357795996926423,19.997275858124155,16.773145960327767,30.80620836013476,29.56429275809254,21.28790325275057,28.190694743545954,43.21041556746614,12.320227948179886,18.803755022930574,17.985793857601795,20.317042767757414,25.60795685883032,5.88715311872155,14.812076105385476,24.971835717586146,28.430545994810156,22.777445841914293,31.842222989936815,22.683531377104334,12.50147071553863,NORMAL
12.42507895466201,7.704145969063524,13.527054939895033,17.56411387921676,4.696400245639075,12.82987202932888,14.888591176833975,7.231504949107568,14.698180781271281,6.948114214437337,16.6347148623512,12.919214057377483,8.611590779555145,27.43279602769928,10.484443756850114,12.385981312660652,29.853549822894262,28.066952790177087,11.723718758315378,22.066293041484,16.855276011228092,25.10512896625057,7.066940934007022,29.67175918179978,12.898659037886112,13.189405035711845,29.630057111524362,22.991935448708094,8.705640004255281,14.134316988966042,24.398848698662327,26.677678031027174,25.136719920314853,39.43166626313258,15.623244973348985,12.520136780420637,18.29520400785636,15.122063972223245,16.298034844231548,13.773052862924542,18.57805859959077,16.183570012150835,26.890775208204044,27.90958487391113,21.080996129966437,23.77068175009682,42.509520901402674,10.951973394144186,17.54215093677375,19.466329037324627,18.598891946619155,20.301375354705506,4.129945848991415,11.55652456897002,21.76982145078541,29.754055403273256,23.359890904265086,29.82485063723023,20.153582252743796,8.745887692452001,PAC
